module,level,family,rva,file_offset,file_word,runtime_formula,reference_address_NOT_live,binary_check,owner_rva,default_policy
4,Metalis,WF-005,0x0000E33C,0x0000E3B0,0x0C003855,base + RVA; JAL requires R_MIPS_26 relocation,0x0914803C,PASS,0x0000E2EC,VANILLA
4,Metalis,WF-005,0x0000E358,0x0000E3CC,0x0C003855,base + RVA; JAL requires R_MIPS_26 relocation,0x09148058,PASS,0x0000E2EC,VANILLA
4,Metalis,WF-013,0x0000E59C,0x0000E610,0x0C003855,base + RVA; JAL requires R_MIPS_26 relocation,0x0914829C,PASS,0x0000E560,VANILLA
4,Metalis,WF-013,0x0000E5C0,0x0000E634,0x0C003855,base + RVA; JAL requires R_MIPS_26 relocation,0x091482C0,PASS,0x0000E560,VANILLA
4,Metalis,WF-015,0x00010C20,0x00010C94,0x0C003855,base + RVA; JAL requires R_MIPS_26 relocation,0x0914A920,PASS,0x00010984,VANILLA
4,Metalis,WF-014,0x00028AFC,0x00028B70,0x0C003855,base + RVA; JAL requires R_MIPS_26 relocation,0x091627FC,PASS,0x00028A10,VANILLA
4,Metalis,WF-014,0x00028B20,0x00028B94,0x0C003855,base + RVA; JAL requires R_MIPS_26 relocation,0x09162820,PASS,0x00028A10,VANILLA
4,Metalis,WF-014,0x00028B44,0x00028BB8,0x0C003855,base + RVA; JAL requires R_MIPS_26 relocation,0x09162844,PASS,0x00028A10,VANILLA
4,Metalis,WF-029,0x0002B94C,0x0002B9C0,0x0C003855,base + RVA; JAL requires R_MIPS_26 relocation,0x0916564C,PASS,0x0002B91C,VANILLA
4,Metalis,WF-023,0x0002DAAC,0x0002DB20,0x0C003855,base + RVA; JAL requires R_MIPS_26 relocation,0x091677AC,PASS,0x0002DA40,VANILLA
4,Metalis,WF-023,0x0002DC44,0x0002DCB8,0x0C003855,base + RVA; JAL requires R_MIPS_26 relocation,0x09167944,PASS,0x0002DA40,VANILLA
4,Metalis,WF-002,0x0004B9B0,0x0004BA24,0x0C003855,base + RVA; JAL requires R_MIPS_26 relocation,0x091856B0,PASS,0x0004B750,VANILLA
4,Metalis,WF-001,0x0004C08C,0x0004C100,0x0C003855,base + RVA; JAL requires R_MIPS_26 relocation,0x09185D8C,PASS,0x0004BAE8,VANILLA
